xref_interpro,count,interpro_name
IPR044929,1,DNA/RNA non-specific endonuclease superfamily (homologous_superfamily)
IPR044927,1,Type VII secretion system protein EssD-like (domain)
IPR044926,1,"RGS, subdomain 2 (homologous_superfamily)"
IPR044894,1,"TubC, N-terminal docking domain superfamily (homologous_superfamily)"
IPR000515,1,"ABC transporter type 1, transmembrane domain MetI-like (domain)"
IPR000535,1,Major sperm protein (MSP) domain (domain)
IPR000538,1,Link domain (domain)
IPR044862,1,"Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain (domain)"
IPR000550,1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK (domain)"
IPR044855,1,CoA-transferase family III domain 3 superfamily (homologous_superfamily)
IPR044852,1,WW domain-binding protein 2-like (family)
IPR044831,1,Heme-binding peroxidase Ccp1-like (family)
IPR044816,1,BURP domain-containing protein (family)
IPR044731,1,Butanol dehydrogenase-like (family)
IPR044665,1,"Cyclophilin-type peptidyl-prolyl cis-trans isomerase, E. coli cyclophilin A-like (family)"
IPR044627,1,Dehydroascorbate reductases DHAR1/2/3/4 (family)
IPR044494,1,Aldo-keto reductase family 3C2/3 (family)
IPR044492,1,"P-type ATPase, haloacid dehalogenase domain (domain)"
IPR044479,1,L-galactose dehydrogenase-like (family)
IPR044463,1,"DUS2, double-stranded RNA binding domain (domain)"
IPR044457,1,"ADAR1, third double-stranded RNA binding domain (domain)"
IPR044456,1,"ADAR1, first double-stranded RNA binding domain (domain)"
IPR000562,1,Fibronectin type II domain (domain)
IPR000565,1,"DNA topoisomerase, type IIA, subunit B (family)"
IPR045063,1,"Dynamin, N-terminal (domain)"
IPR045078,1,Sulfurtransferase TST/MPST-like (family)
IPR045134,1,UHRF1/2-like (family)
IPR045857,1,"Oligo-1,6-glucosidase, domain 2 (homologous_superfamily)"
IPR046348,1,SIS domain superfamily (homologous_superfamily)
IPR046347,1,Basic-leucine zipper domain superfamily (homologous_superfamily)
IPR046346,1,"Aminoacid dehydrogenase-like, N-terminal domain superfamily (homologous_superfamily)"
IPR000436,1,Sushi/SCR/CCP domain (domain)
IPR045889,1,Methylesterase/Alpha-hydroxynitrile lyase (family)
IPR045886,1,ThiF/MoeB/HesA family (family)
IPR045869,1,"Bifunctional polymyxin resistance protein ArnA-like, extended (e) SDRs (domain)"
IPR045867,1,"DNA-directed RNA polymerase, subunit beta-prime (family)"
IPR045863,1,"CorA, transmembrane region (homologous_superfamily)"
IPR045861,1,"CorA, cytoplasmic domain (homologous_superfamily)"
IPR045860,1,Snake toxin-like superfamily (homologous_superfamily)
IPR045841,1,"E3 ubiquitin-protein ligase UBR4, N-terminal (domain)"
IPR045189,1,E3 ubiquitin ligase UBR4-like (family)
IPR045800,1,Heavy metal binding domain (domain)
IPR045584,1,Pilin-like (homologous_superfamily)
IPR045455,1,"NrS-1 polymerase-like, helicase domain (domain)"
IPR045354,1,BURAN domain (domain)
IPR045353,1,LAIKA domain (domain)
IPR000471,1,Interferon alpha/beta/delta (family)
IPR045322,1,E3 ubiquitin-protein ligase HECTD1/TRIP12-like (family)
IPR045317,1,"E3 ubiquitin-protein ligase RGLG1/2, RING finger (domain)"
IPR045269,1,Serine/threonine-protein kinase Atg1-like (family)
IPR045216,1,"Casein Kinase 2, subunit alpha (family)"
IPR045199,1,ATPase family AAA domain-containing protein ATAD2-like (family)
IPR034707,1,Envelope glycoprotein N (family)
IPR004408,1,Biotin--acetyl-CoA-carboxylase ligase (family)
IPR034690,1,Endolysin T4 type (family)
IPR012152,1,"Protein-tyrosine phosphatase, non-receptor type-6, -11 (family)"
IPR003105,1,SRA-YDG (domain)
IPR003110,1,Phosphorylated immunoreceptor signalling ITAM (repeat)
IPR012533,1,YcnI-like (domain)
IPR003112,1,Olfactomedin-like domain (domain)
IPR003114,1,Phox-associated domain (domain)
IPR003121,1,SWIB/MDM2 domain (domain)
IPR012319,1,"Formamidopyrimidine-DNA glycosylase, catalytic domain (domain)"
IPR003130,1,Dynamin GTPase effector (domain)
IPR012291,1,"CBM2, carbohydrate-binding domain superfamily (homologous_superfamily)"
IPR003137,1,PA domain (domain)
IPR012234,1,"Tyrosine-protein kinase, non-receptor SYK/ZAP-70 (family)"
IPR012183,1,FAD synthetase with the MoaB/Mog domain (family)
IPR012130,1,Photoactive yellow-protein (family)
IPR012756,1,"DNA-directed RNA polymerase, subunit beta'' (family)"
IPR003142,1,"Biotin protein ligase, C-terminal (domain)"
IPR003159,1,"Polysaccharide lyase family 8, central domain (domain)"
IPR011945,1,"Predicted HAD-superfamily phosphatase, subfamily IA/Epoxide hydrolase, N-terminal (domain)"
IPR011877,1,Ribokinase (family)
IPR011712,1,"Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain (domain)"
IPR003184,1,Viral chemokine binding protein (family)
IPR011650,1,"Peptidase M20, dimerisation domain (domain)"
IPR011649,1,KaiB domain (domain)
IPR011611,1,Carbohydrate kinase PfkB (domain)
IPR011608,1,PRD domain (domain)
IPR011607,1,Methylglyoxal synthase-like domain (domain)
IPR011600,1,"Peptidase C14, caspase domain (domain)"
IPR012706,1,Rib/alpha/Esp surface antigen repeat (repeat)
IPR012816,1,NADAR (domain)
IPR011557,1,"DNA gyrase, subunit B (family)"
IPR003084,1,Histone deacetylase (family)
IPR002959,1,Tumour necrosis factor alpha (family)
IPR002971,1,Major urinary protein (family)
IPR013199,1,M protein trans-acting positive regulator (MGA) HTH domain (domain)
IPR013198,1,"Global transcriptional regulator CodY, C-terminal (domain)"
IPR013196,1,"Helix-turn-helix, type 11 (domain)"
IPR013130,1,Ferric reductase transmembrane component-like domain (domain)
IPR013121,1,"Ferric reductase, NAD binding domain (domain)"
IPR003034,1,SAP domain (domain)
IPR003075,1,"Peroxisome proliferator-activated receptor, beta (family)"
IPR013099,1,Potassium channel domain (domain)
IPR003079,1,Nuclear receptor ROR (family)
IPR013094,1,Alpha/beta hydrolase fold-3 (domain)
IPR003092,1,"Two pore domain potassium channel, TASK family (family)"
IPR012838,1,Pyruvate formate-lyase 1 activating enzyme (family)
IPR003093,1,"Apoptosis regulator, Bcl-2 protein, BH4 (domain)"
IPR013078,1,"Histidine phosphatase superfamily, clade-1 (family)"
IPR013022,1,"Xylose isomerase-like, TIM barrel domain (domain)"
IPR003101,1,"Coactivator CBP, KIX domain (domain)"
IPR012981,1,"PIH1, N-terminal (domain)"
IPR012970,1,"Polysaccharide lyase 8, N-terminal alpha-helical (domain)"
IPR012938,1,Glucose/Sorbosone dehydrogenase (domain)
IPR012904,1,"8-oxoguanine DNA glycosylase, N-terminal (domain)"
IPR012902,1,Prokaryotic N-terminal methylation site (ptm)
IPR012896,1,"Integrin beta subunit, tail (domain)"
IPR012864,1,Cysteine oxygenase/2-aminoethanethiol dioxygenase (family)
IPR012839,1,Organic radical enzyme activase (family)
IPR003265,1,HhH-GPD domain (domain)
IPR011552,1,Tellurite resistance protein TehA/malic acid transport protein (family)
IPR010304,1,"Survival motor neuron, Tudor domain (domain)"
IPR010771,1,Intracellular growth attenuator IgaA (family)
IPR011010,1,"DNA breaking-rejoining enzyme, catalytic core (homologous_superfamily)"
IPR003538,1,Gram-negative bacterial TonB protein (family)
IPR003542,1,"Enterobactin synthetase-like, component D (family)"
IPR003563,1,Oxidized purine nucleoside triphosphate (family)
IPR010996,1,"DNA polymerase beta-like, N-terminal domain (domain)"
IPR010979,1,"Small ribosomal subunit protein uS13-like, H2TH (homologous_superfamily)"
IPR010976,1,Beta-phosphoglucomutase hydrolase (domain)
IPR010918,1,"PurM-like, C-terminal domain (domain)"
IPR010907,1,Calcium-mediated lectin (domain)
IPR010827,1,"POTRA domain, BamA/TamA-like (domain)"
IPR010825,1,Stress-inducible humoral factor Turandot (family)
IPR010810,1,"Flagellin hook, IN motif (conserved_site)"
IPR010734,1,"Copine, C-terminal (domain)"
IPR011013,1,Galactose mutarotase-like domain superfamily (homologous_superfamily)
IPR010722,1,Biotin and thiamin synthesis-associated domain (domain)
IPR010719,1,Methyltransferase MnmM-like (family)
IPR010714,1,"Coatomer, alpha subunit, C-terminal (domain)"
IPR010663,1,"Zinc finger, FPG/IleRS-type (domain)"
IPR010533,1,Vertebrate interleukin-3 regulated transcription factor (domain)
IPR010520,1,Esterase FrsA-like (family)
IPR010518,1,Flagellar regulatory FleQ (domain)
IPR010511,1,"Lytic murein transglycosylase D , lipid attachment domain (domain)"
IPR010506,1,DMAP1-binding domain (domain)
IPR010495,1,Haem-binding HasA (family)
IPR010423,1,"Ookinete surface antigen, EGF domain (domain)"
IPR010349,1,L-asparaginase II (family)
IPR003502,1,Interleukin-1 propeptide (domain)
IPR003410,1,HYR domain (domain)
IPR011539,1,"Rel homology domain, DNA-binding domain (domain)"
IPR011071,1,"Polysaccharide lyase family 8-like, C-terminal (homologous_superfamily)"
IPR011509,1,RtxA toxin (repeat)
IPR011343,1,Deoxyribose-phosphate aldolase (family)
IPR011334,1,"UDP-3-O-acyl N-acetylglucosamine deacetylase, C-terminal (homologous_superfamily)"
IPR011259,1,"Ezrin/radixin/moesin, C-terminal (domain)"
IPR011257,1,DNA glycosylase (homologous_superfamily)
IPR011252,1,Fibrogen-binding domain 1 (homologous_superfamily)
IPR003280,1,Two pore domain potassium channel (family)
IPR003298,1,Apical membrane antigen 1 (family)
IPR011174,1,Ezrin/radixin/moesin (family)
IPR003305,1,"Carbohydrate-binding, CenC-like (domain)"
IPR011108,1,"Zn-dependent metallo-hydrolase, RNA specificity domain (domain)"
IPR011096,1,FTP domain (domain)
IPR003333,1,Cyclopropane mycolic acid synthase (family)
IPR003394,1,"Porin, opacity type (domain)"
IPR011059,1,"Metal-dependent hydrolase, composite domain superfamily (homologous_superfamily)"
IPR011054,1,Rudiment single hybrid motif (homologous_superfamily)
IPR011049,1,"Serralysin-like metalloprotease, C-terminal (homologous_superfamily)"
IPR011048,1,"Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily (homologous_superfamily)"
IPR011044,1,"Quinoprotein amine dehydrogenase, beta chain-like (homologous_superfamily)"
IPR003349,1,JmjN domain (domain)
IPR011041,1,"Soluble quinoprotein glucose/sorbosone dehydrogenase, beta-propeller domain superfamily (homologous_superfamily)"
IPR011034,1,"Formyl transferase-like, C-terminal domain superfamily (homologous_superfamily)"
IPR003351,1,Dishevelled protein domain (domain)
IPR003362,1,Bacterial sugar transferase (domain)
IPR003392,1,"Patched domain-containing protein, SSD domain (domain)"
IPR011024,1,Gamma-crystallin-like (homologous_superfamily)
IPR013279,1,"Apoptosis regulator, Bcl-X (family)"
IPR013281,1,"Apoptosis regulator, Mcl-1 (family)"
IPR013319,1,Glycoside hydrolase family 11/12 (homologous_superfamily)
IPR015506,1,Dishevelled-related protein (family)
IPR015915,1,Kelch-type beta propeller (homologous_superfamily)
IPR015887,1,"DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site (binding_site)"
IPR015886,1,"DNA glycosylase/AP lyase, H2TH DNA-binding (domain)"
IPR015883,1,"Glycoside hydrolase family 20, catalytic domain (domain)"
IPR015870,1,"UDP-3-O-acyl N-acetylglucosamine deacetylase, N-terminal (homologous_superfamily)"
IPR002547,1,tRNA-binding domain (domain)
IPR002575,1,Aminoglycoside phosphotransferase (domain)
IPR015815,1,3-hydroxyisobutyrate dehydrogenase-related (family)
IPR015812,1,Integrin beta subunit (family)
IPR002605,1,Adenovirus penton base protein (family)
IPR015707,1,Beta-2-Microglobulin (family)
IPR015655,1,Protein phosphatase 2C (family)
IPR015458,1,MDM4 (family)
IPR015940,1,Ubiquitin-associated domain (domain)
IPR015339,1,"Immunomodulatory protein FIP-Fve, fungal (family)"
IPR015283,1,Monellin (family)
IPR015243,1,"FimH, mannose-binding domain (domain)"
IPR015143,1,L27-1 (domain)
IPR015141,1,"Phospholipase A2, prokaryotic/fungal (family)"
IPR002637,1,RdgB/HAM1 (family)
IPR015091,1,"Surfactant protein C, N-terminal propeptide (domain)"
IPR015032,1,"Thoeris protein ThsB, TIR-like domain (domain)"
IPR015015,1,F-actin binding (domain)
IPR015013,1,Transforming growth factor beta receptor 2 ectodomain (domain)
IPR015012,1,Phenylalanine zipper (domain)
IPR014994,1,Domain of unknown function DUF1843 (domain)
IPR015917,1,"Peptidase C14A, caspase catalytic domain (domain)"
IPR015946,1,"K homology domain-like, alpha/beta (homologous_superfamily)"
IPR002946,1,Intracellular chloride channel (family)
IPR002500,1,Phosphoadenosine phosphosulphate reductase (domain)
IPR016245,1,"Tyrosine protein kinase, EGF/ERB/XmrK receptor (family)"
IPR016237,1,"Serine/threonine-protein kinase, Ulk1/Ulk2 (family)"
IPR016235,1,"Tyrosine/threonine-protein kinase, Cdc2 inhibitor (family)"
IPR016222,1,"Glycerol-3-phosphate O-acyltransferase, chloroplast (family)"
IPR016211,1,"Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, bacterial/archaeal (family)"
IPR002450,1,von Ebner's gland protein/ Bos/Can allergen (family)
IPR016193,1,Cytidine deaminase-like (homologous_superfamily)
IPR016192,1,"APOBEC/CMP deaminase, zinc-binding (binding_site)"
IPR016188,1,"PurM-like, N-terminal domain (domain)"
IPR002466,1,Adenosine deaminase/editase (domain)
IPR002467,1,"Peptidase M24A, methionine aminopeptidase, subfamily 1 (family)"
IPR002474,1,"Carbamoyl-phosphate synthase small subunit, N-terminal domain (domain)"
IPR016139,1,"Ribosome-inactivating protein, subdomain 2 (homologous_superfamily)"
IPR002523,1,"Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB (family)"
IPR016138,1,"Ribosome-inactivating protein, subdomain 1 (homologous_superfamily)"
IPR016137,1,RGS domain (domain)
IPR016134,1,Dockerin domain (domain)
IPR016132,1,Phytochrome chromophore attachment domain (domain)
IPR002501,1,"Pseudouridine synthase II, N-terminal (domain)"
IPR016129,1,"Peptidase family C14A, His active site (active_site)"
IPR016117,1,ArgJ-like domain superfamily (homologous_superfamily)
IPR016091,1,"Superantigen toxin, C-terminal (homologous_superfamily)"
IPR002502,1,N-acetylmuramoyl-L-alanine amidase domain (domain)
IPR016084,1,"Haem oxygenase-like, multi-helical (homologous_superfamily)"
IPR016045,1,"Tyrosine-protein kinase, non-receptor, TYK2, N-terminal (domain)"
IPR016040,1,NAD(P)-binding domain (domain)
IPR014992,1,Domain of unknown function DUF1842 (domain)
IPR014978,1,"Glutamine-Leucine-Glutamine, QLQ (domain)"
IPR014942,1,"Nucleotidyl transferase AbiEii toxin, Type IV TA system (family)"
IPR013767,1,PAS fold (domain)
IPR014002,1,"Agenet domain, plant type (domain)"
IPR013968,1,"Polyketide synthase, ketoreductase domain (domain)"
IPR013937,1,"Sorting nexin, C-terminal (domain)"
IPR013918,1,Nucleotide exchange factor Fes1 (domain)
IPR013894,1,"RecQ mediated genome instability protein 1, OB-fold domain (domain)"
IPR013876,1,"TFIIH p62 subunit, N-terminal (domain)"
IPR013856,1,Peptidase M4 domain (domain)
IPR013840,1,"NAD-dependent DNA ligase, N-terminal (domain)"
IPR013839,1,"NAD-dependent DNA ligase, adenylation (domain)"
IPR002893,1,"Zinc finger, MYND-type (domain)"
IPR002903,1,Ribosomal RNA small subunit methyltransferase H (family)
IPR013780,1,"Glycosyl hydrolase, all-beta (homologous_superfamily)"
IPR002915,1,DeoC/FbaB/LacD aldolase (family)
IPR014837,1,"EF-hand, Ca insensitive (domain)"
IPR013760,1,"DNA topoisomerase, type IIA-like domain superfamily (homologous_superfamily)"
IPR013759,1,"DNA topoisomerase, type IIA, subunit B, C-terminal (homologous_superfamily)"
IPR013658,1,SMP-30/Gluconolactonase/LRE-like region (domain)
IPR013655,1,PAS fold-3 (domain)
IPR013651,1,"ATP-grasp fold, RimK-type (domain)"
IPR013614,1,"Viral polyprotein, Caliciviridae N-terminal (domain)"
IPR002933,1,Peptidase M20 (family)
IPR002938,1,FAD-binding domain (domain)
IPR013506,1,"DNA topoisomerase, type IIA, subunit B, domain 2 (domain)"
IPR013473,1,Lon-like protease BrxL (family)
IPR013453,1,"Xylose isomerase, actinobacteria (family)"
IPR013328,1,"6-phosphogluconate dehydrogenase, domain 2 (homologous_superfamily)"
IPR014004,1,"Transport-associated and nodulation domain, bacteria (domain)"
IPR014012,1,Helicase/SANT-associated domain (domain)
IPR014014,1,"RNA helicase, DEAD-box type, Q motif (domain)"
IPR014015,1,"Helicase, superfamily 3, DNA virus (domain)"
IPR014836,1,"Integrin beta subunit, cytoplasmic domain (domain)"
IPR002657,1,Bile acid:sodium symporter/arsenical resistance protein Acr3 (family)
IPR002684,1,Biotin synthase/Biotin biosynthesis bifunctional protein BioAB (family)
IPR002713,1,FF domain (domain)
IPR014819,1,"Primase, C-terminal 2 (domain)"
IPR014818,1,"Bacteriophage/plasmid primase, P4, C-terminal (domain)"
IPR014784,1,"Copper type II, ascorbate-dependent monooxygenase-like, C-terminal (homologous_superfamily)"
IPR014783,1,"Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-2 conserved site (conserved_site)"
IPR014780,1,"tRNA pseudouridine synthase II, TruB (family)"
IPR002717,1,"Histone acetyltransferase domain, MYST-type (domain)"
IPR002804,1,Archease (family)
IPR002818,1,DJ-1/PfpI (domain)
IPR002826,1,6-hydroxymethylpterin diphosphokinase MptE-like (domain)
IPR014744,1,"Nuclear receptor coactivator, CREB-bp-like, interlocking (domain)"
IPR014729,1,Rossmann-like alpha/beta/alpha sandwich fold (homologous_superfamily)
IPR002836,1,PDCD5-like (family)
IPR002857,1,"Zinc finger, CXXC-type (domain)"
IPR014718,1,Glycoside hydrolase-type carbohydrate-binding (homologous_superfamily)
IPR002861,1,Reeler domain (domain)
IPR014503,1,Clavaminate synthase-like (family)
IPR014375,1,"Protein kinase C, alpha/beta/gamma types (family)"
IPR002867,1,IBR domain (domain)
IPR014186,1,S-formylglutathione hydrolase (family)
IPR014154,1,Global transcriptional regulator CodY (family)
IPR014061,1,Lon-like protease BrxL-like (family)
IPR010312,1,"Global transcriptional regulator CodY, N-terminal (domain)"
IPR010303,1,"CREB-binding protein/p300, atypical RING domain (domain)"
IPR034686,1,Terpene cyclase-like 2 (family)
IPR006097,1,"Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, dimerisation domain (domain)"
IPR006171,1,TOPRIM domain (domain)
IPR006158,1,Cobalamin (vitamin B12)-binding domain (domain)
IPR006141,1,Intein N-terminal splicing region (ptm)
IPR004103,1,"Polysaccharide lyase family 8, C-terminal (domain)"
IPR006132,1,"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding (domain)"
IPR006131,1,"Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain (domain)"
IPR006130,1,Aspartate/ornithine carbamoyltransferase (family)
IPR006129,1,Adhesin B (family)
IPR006128,1,Adhesion lipoprotein PsaA-like (family)
IPR006127,1,"Periplasmic solute binding protein, ZnuA-like (family)"
IPR006116,1,"2-5OAS/ClassI-CCAase, nucleotidyltransferase domain (domain)"
IPR006115,1,"6-phosphogluconate dehydrogenase, NADP-binding (domain)"
IPR006096,1,"Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase, C-terminal (domain)"
IPR006239,1,"3(2),5 -bisphosphate nucleotidase (family)"
IPR006095,1,Glutamate/phenylalanine/leucine/valine/L-tryptophan dehydrogenase (family)
IPR006073,1,GTP binding domain (domain)
IPR004104,1,"Gfo/Idh/MocA-like oxidoreductase, C-terminal (domain)"
IPR004149,1,"Zinc-finger, NAD-dependent DNA ligase C4-type (domain)"
IPR006053,1,Tumour necrosis factor (family)
IPR006052,1,Tumour necrosis factor domain (domain)
IPR006047,1,"Glycosyl hydrolase, family 13, catalytic domain (domain)"
IPR004150,1,"NAD-dependent DNA ligase, OB-fold (domain)"
IPR006026,1,"Peptidase, metallopeptidase (domain)"
IPR005992,1,IMP dehydrogenase-related 2 (family)
IPR005990,1,Inosine-5'-monophosphate dehydrogenase (family)
IPR005977,1,Nitrogenase iron protein NifH (family)
IPR004065,1,Lysophosphatidic acid receptor (family)
IPR006259,1,Adenylate kinase subfamily (family)
IPR005950,1,"Molybdate ABC transporter, substrate-binding protein (family)"
IPR006576,1,BRK domain (domain)
IPR006794,1,"Transcriptional activator, Zfx / Zfy domain (domain)"
IPR006716,1,ERG2/sigma1 receptor-like (family)
IPR006692,1,COPA/B second beta-propeller domain (domain)
IPR006687,1,"Small GTPase superfamily, SAR1-type (family)"
IPR006674,1,HD domain (domain)
IPR006638,1,"Elp3/MiaA/NifB-like, radical SAM core domain (domain)"
IPR006633,1,Carbohydrate-binding/sugar hydrolysis domain (domain)
IPR006628,1,Purine-rich element binding protein family (family)
IPR006626,1,Parallel beta-helix repeat (repeat)
IPR006620,1,"Prolyl 4-hydroxylase, alpha subunit (domain)"
IPR006597,1,Sel1-like repeat (repeat)
IPR006594,1,LIS1 homology motif (conserved_site)
IPR006571,1,TLDc domain (domain)
IPR006260,1,"TonB/TolA, C-terminal (domain)"
IPR006558,1,LamG-like jellyroll fold (domain)
IPR006536,1,HnRNP-L/PTB (family)
IPR006529,1,"U2 snRNP auxilliary factor, large subunit, splicing factor (family)"
IPR006483,1,"CRISPR-associated Cas3-type, HD domain (domain)"
IPR003977,1,E3 ubiquitin-protein ligase parkin (family)
IPR004004,1,"Helicase/polymerase/peptidase polyprotein, Calicivirus-type (family)"
IPR006315,1,Outer membrane autotransporter barrel domain (domain)
IPR006314,1,Dyp-type peroxidase (family)
IPR006289,1,"Transcription elongation factor, TFIIS (family)"
IPR006287,1,Protein/nucleic acid deglycase DJ-1 (family)
IPR006275,1,"Carbamoyl-phosphate synthase, large subunit (family)"
IPR006274,1,"Carbamoyl-phosphate synthase, small subunit (family)"
IPR005952,1,Phosphoglycerate mutase 1 (family)
IPR005941,1,"Succinyl-diaminopimelate desuccinylase, proteobacteria (family)"
IPR010259,1,Peptidase S8 propeptide/proteinase inhibitor I9 (domain)
IPR004753,1,Cell shape determining protein MreB (family)
IPR005103,1,"Auxiliary Activity family 9, catalytic domain (domain)"
IPR005064,1,Bordetella uptake gene (family)
IPR005049,1,STELLO-like (family)
IPR005009,1,"Poxvirus mRNA capping enzyme, small subunit (family)"
IPR004981,1,"Tryptophan 2,3-dioxygenase (family)"
IPR004963,1,Pectinacetylesterase/NOTUM (family)
IPR004903,1,Lactobacillus surface layer protein (family)
IPR004873,1,BURP domain (domain)
IPR004827,1,Basic-leucine zipper domain (domain)
IPR004331,1,SPX domain (domain)
IPR004791,1,"UvrABC system, subunit C (family)"
IPR004765,1,NPC1-like (family)
IPR004733,1,Phosphoribosylformylglycinamidine cyclo-ligase (family)
IPR005149,1,"Transcription regulator PadR, N-terminal (domain)"
IPR004725,1,"Apoptosis regulator, Bcl-2/ BclX (family)"
IPR004710,1,Bile acid:sodium symporter (family)
IPR004695,1,Transporter protein SLAC1/Mae1/ Ssu1/TehA (family)
IPR004607,1,Phosphoribosylglycinamide formyltransferase (family)
IPR004577,1,8-oxoguanine DNA-glycosylase (family)
IPR004342,1,"EXS, C-terminal (domain)"
IPR004574,1,Alkylated DNA repair protein AlkB (family)
IPR004565,1,Outer membrane lipoprotein LolB (family)
IPR004360,1,Glyoxalase/fosfomycin resistance/dioxygenase domain (domain)
IPR004562,1,Lipoyltransferase/lipoate-protein ligase (family)
IPR004515,1,Phosphoheptose isomerase (family)
IPR004488,1,Magnesium/cobalt transport protein CorA (family)
IPR004251,1,Pox virus entry-fusion-complex G9/A16 (family)
IPR004232,1,Nitrile hydratase alpha/Thiocyanate hydrolase gamma (domain)
IPR005913,1,dTDP-4-dehydrorhamnose reductase family (family)
IPR005604,1,"Bacteriophage T7 tail fibre protein-like, N-terminal domain (domain)"
IPR005888,1,"dTDP-glucose 4,6-dehydratase (family)"
IPR005859,1,Cysteine synthase CysK (family)
IPR005856,1,Cysteine synthase (family)
IPR005835,1,Nucleotidyl transferase domain (domain)
IPR005818,1,"Linker histone H1/H5, domain H15 (domain)"
IPR005793,1,"Formyl transferase, C-terminal (domain)"
IPR005792,1,Protein disulphide isomerase (family)
IPR005771,1,"UTP--glucose-1-phosphate uridylyltransferase, bacterial/archaeal-type (family)"
IPR005720,1,"Dihydroorotate dehydrogenase, catalytic (domain)"
IPR005719,1,"Dihydroorotate dehydrogenase, class 2 (family)"
IPR005618,1,"Outer membrane protein, OmpW (family)"
IPR005607,1,BSD domain (domain)
IPR005532,1,Sulfatase-modifying factor enzyme (domain)
IPR005264,1,N-acetylneuraminate lyase (family)
IPR005511,1,Senescence marker protein-30 (SMP-30) (family)
IPR005483,1,"Carbamoyl-phosphate synthase large subunit, CPSase domain (domain)"
IPR005480,1,"Carbamoyl-phosphate synthetase, large subunit oligomerisation domain (domain)"
IPR005479,1,"Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain (domain)"
IPR005455,1,"Profilin, eukaryotic type (family)"
IPR005407,1,Potassium channel subfamily K member 9 (family)
IPR005399,1,"Potassium channel, voltage-dependent, beta subunit, KCNAB-related (family)"
IPR005338,1,Anhydro-N-acetylmuramic acid kinase (family)
IPR005321,1,"Peptidase S58, DmpA (family)"
IPR005311,1,"Penicillin-binding protein, dimerisation domain (domain)"
IPR005298,1,MAP domain (domain)
IPR005273,1,Uracil-DNA glycosylase family 4 (domain)
IPR006914,1,VENN motif-containing domain (domain)
IPR007008,1,Poxvirus A6 (family)
IPR007045,1,5-keto 4-deoxyuronate isomerase (family)
IPR008965,1,"CBM2/CBM3, carbohydrate-binding domain superfamily (homologous_superfamily)"
IPR009034,1,Fungal dockerin domain superfamily (homologous_superfamily)
IPR009031,1,Carbohydrate binding module family 10 (domain)
IPR003618,1,"Transcription elongation factor S-II, central domain (domain)"
IPR003625,1,Parathyroid hormone (family)
IPR008996,1,Cytokine IL1/FGF (homologous_superfamily)
IPR003644,1,Na-Ca exchanger/integrin-beta4 (domain)
IPR008991,1,Translation protein SH3-like domain superfamily (homologous_superfamily)
IPR008988,1,"Transcriptional repressor, C-terminal (homologous_superfamily)"
IPR008986,1,EV matrix protein (family)
IPR008983,1,Tumour necrosis factor-like domain superfamily (homologous_superfamily)
IPR003646,1,"SH3-like domain, bacterial-type (domain)"
IPR008977,1,PHM/PNGase F domain superfamily (homologous_superfamily)
IPR008962,1,PapD-like superfamily (homologous_superfamily)
IPR003615,1,HNH nuclease (domain)
IPR008954,1,Moesin tail domain superfamily (homologous_superfamily)
IPR008937,1,Ras-like guanine nucleotide exchange factor (family)
IPR008930,1,Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid (homologous_superfamily)
IPR008929,1,Chondroitin AC/alginate lyase (homologous_superfamily)
IPR003673,1,CoA-transferase family III (family)
IPR003695,1,"Ppx/GppA phosphatase, N-terminal (domain)"
IPR008913,1,"Zinc finger, CHY-type (domain)"
IPR008872,1,Insecticidal crystal toxin (domain)
IPR008869,1,Toluene tolerance Ttg2/phospholipid-binding protein MlaC (family)
IPR008836,1,Semenogelin (family)
IPR003759,1,"Cobalamin (vitamin B12)-binding module, cap domain (domain)"
IPR008775,1,Phytanoyl-CoA dioxygenase-like (family)
IPR003617,1,"Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type (domain)"
IPR009060,1,UBA-like superfamily (homologous_superfamily)
IPR007055,1,BON domain (domain)
IPR009402,1,Orthopoxvirus A47 (family)
IPR010255,1,Haem peroxidase superfamily (homologous_superfamily)
IPR010126,1,"Esterase, PHB depolymerase (family)"
IPR010086,1,"Flavodoxin, long chain (family)"
IPR010069,1,"Toxin CdiA-like, Filamentous hemagglutinin motif repeats (repeat)"
IPR010068,1,"Taurine ABC transporter, substrate-binding protein TauA (family)"
IPR010065,1,"Amino acid ABC transporter, permease protein, 3-TM domain (domain)"
IPR009851,1,"Modifier of rudimentary, Modr (domain)"
IPR009810,1,Late nodulin domain (domain)
